date,virginia_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu headache,flu vs. cold,human temperature,high fever,flu treatments,cold vs flu,influenza type a,fight the flu,influenza symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,fever flu,stomach flu,swine flu,flu vaccine,flu cough,over the counter flu,what to do if you have the flu,flu report,symptoms,fever,over the counter flu medicine,the flu symptoms,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,treatment for flu,cdc flu,exposed to flu,flu contagious,flu length,bronchitis,stomach flu symptoms,symptoms of bronchitis,what is the flu,oscillococcinum,virginia flu,what is flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2015-07,2.64815,6.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,13.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,14.0,35.0,0.0,3.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,0.0,9.0,25.0,3.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,42.0,11.0,0.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,27.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,1.0,47.0,2.43285
2015-08,2.43285,6.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,13.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,14.0,35.0,0.0,3.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,0.0,9.0,25.0,3.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,42.0,11.0,0.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,27.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,1.0,47.0,1.7094900000000002
2015-09,1.7094900000000002,6.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,13.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,14.0,35.0,0.0,3.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,0.0,9.0,25.0,3.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,42.0,11.0,0.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,27.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,1.0,47.0,1.75565
2015-10,1.75565,6.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,13.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,14.0,35.0,0.0,3.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,0.0,9.0,25.0,3.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,42.0,11.0,0.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,27.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,1.0,47.0,1.62989
2015-11,1.62989,6.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,13.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,14.0,35.0,0.0,3.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,0.0,9.0,25.0,3.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,42.0,11.0,0.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,27.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,1.0,47.0,1.62236
2015-12,1.62236,6.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,13.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,14.0,35.0,0.0,3.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,0.0,9.0,25.0,3.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,42.0,11.0,0.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,27.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,1.0,47.0,1.88077
2015-13,1.88077,6.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,13.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,14.0,35.0,0.0,3.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,0.0,9.0,25.0,3.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,42.0,11.0,0.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,27.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,1.0,47.0,1.8815
2015-14,1.8815,6.0,0.0,10.0,10.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,9.0,0.0,25.0,2.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,3.0,10.0,0.0,0.0,2.0,1.0,13.0,1.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,14.0,35.0,0.0,3.0,0.0,2.0,4.0,8.0,0.0,4.0,0.0,0.0,9.0,25.0,3.0,4.0,2.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,42.0,11.0,0.0,4.0,15.0,2.0,2.0,0.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,0.0,27.0,4.0,5.0,6.0,0.0,2.0,5.0,3.0,3.0,0.0,2.0,1.0,47.0,1.75242
2015-15,1.75242,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,7.0,0.0,4.0,0.0,25.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,2.0,1.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,21.0,31.0,0.0,2.0,2.0,0.0,4.0,6.0,9.0,6.0,5.0,0.0,0.0,54.0,3.0,2.0,6.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,42.0,10.0,0.0,4.0,21.0,1.0,0.0,0.0,3.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,1.0,3.0,3.0,0.0,2.0,6.0,3.0,1.0,3.0,3.0,1.0,36.0,1.46854
2015-16,1.46854,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,7.0,0.0,4.0,0.0,25.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,2.0,1.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,21.0,31.0,0.0,2.0,2.0,0.0,4.0,6.0,9.0,6.0,5.0,0.0,0.0,54.0,3.0,2.0,6.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,42.0,10.0,0.0,4.0,21.0,1.0,0.0,0.0,3.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,1.0,3.0,3.0,0.0,2.0,6.0,3.0,1.0,3.0,3.0,1.0,36.0,1.47072
2015-17,1.47072,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,7.0,0.0,4.0,0.0,25.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,2.0,1.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,21.0,31.0,0.0,2.0,2.0,0.0,4.0,6.0,9.0,6.0,5.0,0.0,0.0,54.0,3.0,2.0,6.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,42.0,10.0,0.0,4.0,21.0,1.0,0.0,0.0,3.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,1.0,3.0,3.0,0.0,2.0,6.0,3.0,1.0,3.0,3.0,1.0,36.0,1.5386600000000001
2015-18,1.5386600000000001,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,7.0,0.0,4.0,0.0,25.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,2.0,1.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,21.0,31.0,0.0,2.0,2.0,0.0,4.0,6.0,9.0,6.0,5.0,0.0,0.0,54.0,3.0,2.0,6.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,42.0,10.0,0.0,4.0,21.0,1.0,0.0,0.0,3.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,1.0,3.0,3.0,0.0,2.0,6.0,3.0,1.0,3.0,3.0,1.0,36.0,1.46258
2015-19,1.46258,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,5.0,1.0,9.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,33.0,0.0,2.0,0.0,2.0,7.0,7.0,0.0,9.0,0.0,0.0,8.0,34.0,4.0,0.0,3.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,44.0,10.0,0.0,3.0,15.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,20.0,1.0,4.0,6.0,0.0,0.0,6.0,3.0,5.0,0.0,0.0,1.0,36.0,1.39585
2015-20,1.39585,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,5.0,1.0,9.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,33.0,0.0,2.0,0.0,2.0,7.0,7.0,0.0,9.0,0.0,0.0,8.0,34.0,4.0,0.0,3.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,44.0,10.0,0.0,3.0,15.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,20.0,1.0,4.0,6.0,0.0,0.0,6.0,3.0,5.0,0.0,0.0,1.0,36.0,1.38784
2015-21,1.38784,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,5.0,1.0,9.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,33.0,0.0,2.0,0.0,2.0,7.0,7.0,0.0,9.0,0.0,0.0,8.0,34.0,4.0,0.0,3.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,44.0,10.0,0.0,3.0,15.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,20.0,1.0,4.0,6.0,0.0,0.0,6.0,3.0,5.0,0.0,0.0,1.0,36.0,1.3603100000000001
2015-22,1.3603100000000001,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,5.0,1.0,9.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,33.0,0.0,2.0,0.0,2.0,7.0,7.0,0.0,9.0,0.0,0.0,8.0,34.0,4.0,0.0,3.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,44.0,10.0,0.0,3.0,15.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,20.0,1.0,4.0,6.0,0.0,0.0,6.0,3.0,5.0,0.0,0.0,1.0,36.0,1.1447100000000001
2015-23,1.1447100000000001,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,5.0,1.0,9.0,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,33.0,0.0,2.0,0.0,2.0,7.0,7.0,0.0,9.0,0.0,0.0,8.0,34.0,4.0,0.0,3.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,44.0,10.0,0.0,3.0,15.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,20.0,1.0,4.0,6.0,0.0,0.0,6.0,3.0,5.0,0.0,0.0,1.0,36.0,1.20665
2015-24,1.20665,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,18.0,3.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,20.0,27.0,0.0,0.0,6.0,0.0,0.0,33.0,0.0,11.0,12.0,0.0,12.0,55.0,3.0,0.0,4.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,70.0,15.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,14.0,7.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,46.0,1.1283299999999998
2015-25,1.1283299999999998,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,18.0,3.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,20.0,27.0,0.0,0.0,6.0,0.0,0.0,33.0,0.0,11.0,12.0,0.0,12.0,55.0,3.0,0.0,4.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,70.0,15.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,14.0,7.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,46.0,0.985268
2015-26,0.985268,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,18.0,3.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,20.0,27.0,0.0,0.0,6.0,0.0,0.0,33.0,0.0,11.0,12.0,0.0,12.0,55.0,3.0,0.0,4.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,70.0,15.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,14.0,7.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,46.0,0.993886
2015-27,0.993886,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,35.0,1.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,18.0,3.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,20.0,27.0,0.0,0.0,6.0,0.0,0.0,33.0,0.0,11.0,12.0,0.0,12.0,55.0,3.0,0.0,4.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,70.0,15.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,14.0,7.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,46.0,0.941369
2015-28,0.941369,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,1.0,32.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,20.0,3.0,30.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,40.0,0.0,6.0,0.0,0.0,11.0,11.0,11.0,22.0,0.0,0.0,0.0,49.0,0.0,4.0,4.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,70.0,16.0,0.0,3.0,10.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,25.0,7.0,3.0,3.0,0.0,8.0,6.0,5.0,0.0,0.0,4.0,0.0,62.0,0.8323940000000001
2015-29,0.8323940000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,1.0,32.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,20.0,3.0,30.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,40.0,0.0,6.0,0.0,0.0,11.0,11.0,11.0,22.0,0.0,0.0,0.0,49.0,0.0,4.0,4.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,70.0,16.0,0.0,3.0,10.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,25.0,7.0,3.0,3.0,0.0,8.0,6.0,5.0,0.0,0.0,4.0,0.0,62.0,0.779566
2015-30,0.779566,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,1.0,32.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,20.0,3.0,30.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,40.0,0.0,6.0,0.0,0.0,11.0,11.0,11.0,22.0,0.0,0.0,0.0,49.0,0.0,4.0,4.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,70.0,16.0,0.0,3.0,10.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,25.0,7.0,3.0,3.0,0.0,8.0,6.0,5.0,0.0,0.0,4.0,0.0,62.0,0.815613
2015-31,0.815613,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,1.0,32.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,20.0,3.0,30.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,40.0,0.0,6.0,0.0,0.0,11.0,11.0,11.0,22.0,0.0,0.0,0.0,49.0,0.0,4.0,4.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,70.0,16.0,0.0,3.0,10.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,25.0,7.0,3.0,3.0,0.0,8.0,6.0,5.0,0.0,0.0,4.0,0.0,62.0,0.80996
2015-32,0.80996,13.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,11.0,17.0,0.0,0.0,0.0,41.0,3.0,3.0,0.0,0.0,9.0,6.0,0.0,7.0,2.0,11.0,40.0,5.0,0.0,5.0,3.0,21.0,3.0,26.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,56.0,6.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,12.0,24.0,8.0,0.0,6.0,12.0,1.0,15.0,2.0,0.0,0.0,0.0,73.0,15.0,0.0,8.0,16.0,3.0,2.0,2.0,7.0,7.0,4.0,9.0,4.0,19.0,0.0,2.0,0.0,45.0,10.0,10.0,23.0,0.0,9.0,15.0,4.0,3.0,7.0,5.0,7.0,54.0,0.8140729999999999
2015-33,0.8140729999999999,13.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,11.0,17.0,0.0,0.0,0.0,41.0,3.0,3.0,0.0,0.0,9.0,6.0,0.0,7.0,2.0,11.0,40.0,5.0,0.0,5.0,3.0,21.0,3.0,26.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,56.0,6.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,12.0,24.0,8.0,0.0,6.0,12.0,1.0,15.0,2.0,0.0,0.0,0.0,73.0,15.0,0.0,8.0,16.0,3.0,2.0,2.0,7.0,7.0,4.0,9.0,4.0,19.0,0.0,2.0,0.0,45.0,10.0,10.0,23.0,0.0,9.0,15.0,4.0,3.0,7.0,5.0,7.0,54.0,0.8002090000000001
2015-34,0.8002090000000001,13.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,11.0,17.0,0.0,0.0,0.0,41.0,3.0,3.0,0.0,0.0,9.0,6.0,0.0,7.0,2.0,11.0,40.0,5.0,0.0,5.0,3.0,21.0,3.0,26.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,56.0,6.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,12.0,24.0,8.0,0.0,6.0,12.0,1.0,15.0,2.0,0.0,0.0,0.0,73.0,15.0,0.0,8.0,16.0,3.0,2.0,2.0,7.0,7.0,4.0,9.0,4.0,19.0,0.0,2.0,0.0,45.0,10.0,10.0,23.0,0.0,9.0,15.0,4.0,3.0,7.0,5.0,7.0,54.0,0.865735
2015-35,0.865735,13.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,11.0,17.0,0.0,0.0,0.0,41.0,3.0,3.0,0.0,0.0,9.0,6.0,0.0,7.0,2.0,11.0,40.0,5.0,0.0,5.0,3.0,21.0,3.0,26.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,56.0,6.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,12.0,24.0,8.0,0.0,6.0,12.0,1.0,15.0,2.0,0.0,0.0,0.0,73.0,15.0,0.0,8.0,16.0,3.0,2.0,2.0,7.0,7.0,4.0,9.0,4.0,19.0,0.0,2.0,0.0,45.0,10.0,10.0,23.0,0.0,9.0,15.0,4.0,3.0,7.0,5.0,7.0,54.0,1.05626
2015-36,1.05626,13.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,11.0,17.0,0.0,0.0,0.0,41.0,3.0,3.0,0.0,0.0,9.0,6.0,0.0,7.0,2.0,11.0,40.0,5.0,0.0,5.0,3.0,21.0,3.0,26.0,1.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,49.0,56.0,6.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,12.0,24.0,8.0,0.0,6.0,12.0,1.0,15.0,2.0,0.0,0.0,0.0,73.0,15.0,0.0,8.0,16.0,3.0,2.0,2.0,7.0,7.0,4.0,9.0,4.0,19.0,0.0,2.0,0.0,45.0,10.0,10.0,23.0,0.0,9.0,15.0,4.0,3.0,7.0,5.0,7.0,54.0,1.14117
2015-37,1.14117,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,58.0,8.0,5.0,0.0,0.0,11.0,8.0,0.0,12.0,2.0,11.0,30.0,5.0,0.0,5.0,0.0,26.0,3.0,28.0,1.0,0.0,0.0,60.0,0.0,0.0,6.0,6.0,18.0,0.0,31.0,49.0,0.0,8.0,0.0,0.0,20.0,25.0,0.0,20.0,0.0,11.0,11.0,73.0,7.0,3.0,11.0,27.0,2.0,25.0,2.0,0.0,0.0,0.0,75.0,16.0,0.0,10.0,18.0,2.0,2.0,0.0,0.0,13.0,0.0,16.0,4.0,30.0,1.0,4.0,0.0,69.0,0.0,13.0,6.0,3.0,10.0,18.0,10.0,3.0,5.0,3.0,3.0,73.0,1.07965
2015-38,1.07965,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,58.0,8.0,5.0,0.0,0.0,11.0,8.0,0.0,12.0,2.0,11.0,30.0,5.0,0.0,5.0,0.0,26.0,3.0,28.0,1.0,0.0,0.0,60.0,0.0,0.0,6.0,6.0,18.0,0.0,31.0,49.0,0.0,8.0,0.0,0.0,20.0,25.0,0.0,20.0,0.0,11.0,11.0,73.0,7.0,3.0,11.0,27.0,2.0,25.0,2.0,0.0,0.0,0.0,75.0,16.0,0.0,10.0,18.0,2.0,2.0,0.0,0.0,13.0,0.0,16.0,4.0,30.0,1.0,4.0,0.0,69.0,0.0,13.0,6.0,3.0,10.0,18.0,10.0,3.0,5.0,3.0,3.0,73.0,1.29069
2015-39,1.29069,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,58.0,8.0,5.0,0.0,0.0,11.0,8.0,0.0,12.0,2.0,11.0,30.0,5.0,0.0,5.0,0.0,26.0,3.0,28.0,1.0,0.0,0.0,60.0,0.0,0.0,6.0,6.0,18.0,0.0,31.0,49.0,0.0,8.0,0.0,0.0,20.0,25.0,0.0,20.0,0.0,11.0,11.0,73.0,7.0,3.0,11.0,27.0,2.0,25.0,2.0,0.0,0.0,0.0,75.0,16.0,0.0,10.0,18.0,2.0,2.0,0.0,0.0,13.0,0.0,16.0,4.0,30.0,1.0,4.0,0.0,69.0,0.0,13.0,6.0,3.0,10.0,18.0,10.0,3.0,5.0,3.0,3.0,73.0,1.31923
